evidence_id,evidence,article
Paris Agreement:176,The US emits 13% of global emissions and emissions rose 2.5% in 2018.,Paris Agreement
Solar activity and climate:103,"In 2000, Lassen and Thejll updated their 1991 research and concluded that while the solar cycle accounted for about half the temperature rise since 1900, it failed to explain a rise of 0.4 °C since 1980.",Solar activity and climate
Solar activity and climate:67,"Under this scenario, they claimed the Sun might have contributed 50% of the observed global warming since 1900.",Solar activity and climate
Solar activity and climate:69,estimated that the residual effects of the prolonged high solar activity during the last 30 years account for between 16% and 36% of warming from 1950 to 1999.,Solar activity and climate
Solar activity and climate:97,Their reported relationship appeared to account for nearly 80 per cent of measured temperature changes over this period.,Solar activity and climate
Effects of global warming:17,"A wide variety of temperature proxies together prove that the 20th century was the hottest recorded in the last 2,000 years.",Effects of global warming
Hockey stick controversy:167,"Regarding the draft conclusion that the 20th Century was the warmest in the last 1000 years, he said We dont accept this.",Hockey stick controversy
Hockey stick controversy:506,"2013 used seafloor and lake bed sediment proxies to reconstruct global temperatures over the past 11,300 years, the last 1,000 years of which confirmed the original MBH99 hockey stick graph.",Hockey stick controversy
Holocene extinction:124,"However, the annual mean temperature of the current interglacial period for the last 10,000 years is no higher than that of previous interglacial periods, yet some of the same megafauna survived similar temperature increases.",Holocene extinction
Intergovernmental Panel on Climate Change:157,"Robust findings of the Synthesis report include: Warming of the climate system is unequivocal, as is now evident from observations of increases in global average air and ocean temperatures, widespread melting of snow and ice and rising global average sea level.",Intergovernmental Panel on Climate Change
Intergovernmental Panel on Climate Change:160,"Anthropogenic warming and sea level rise would continue for centuries even if GHG emissions were to be reduced sufficiently for GHG concentrations to stabilise, due to the time scales associated with climate processes and feedbacks.",Intergovernmental Panel on Climate Change
Intergovernmental Panel on Climate Change:293,On the eve of the publication of IPCCs Fourth Assessment Report in 2007 another study was published suggesting that temperatures and sea levels have been rising at or above the maximum rates proposed during IPCCs 2001 Third Assessment Report.,Intergovernmental Panel on Climate Change
Intergovernmental Panel on Climate Change:295,"Over the six years studied, the actual temperature rise was near the top end of the range given by IPCCs 2001 projection, and the actual sea level rise was above the top of the range of the IPCC projection.",Intergovernmental Panel on Climate Change
Greenhouse gas:42,The surprising effect of this is that the global warming potential of CO is three times that of CO2.,Greenhouse gas
International Space Station:564,"During various station activities and crew rest times, the lights in the ISS can be dimmed, switched off, and color temperatures adjusted.",International Space Station
Car:182,"As of 2018 the average diesel car has a worse effect on air quality than the average gasoline car But both gasoline and diesel cars pollute more than electric cars.While there are different ways to power cars most rely on gasoline or diesel, and they consume almost a quarter of world oil production as of 2019.",Car
Car:448,electric cars are better for climate and air quality.,Car
Electric vehicle:225,A study by Cambridge Econometrics shows the potential air pollution benefits of EVs.,Electric vehicle
Electric vehicle:251,"However, looking at the well-to-wheel efficiency of EVs, their total emissions, while still lower, are closer to an efficient gasoline or diesel in most countries where electricity generation relies on fossil fuels.",Electric vehicle
Electric vehicle:255,"The lifecycle analysis of EVs shows that even when powered by the most carbon intensive electricity in Europe, they emit less greenhouse gases than a conventional diesel vehicle.",Electric vehicle
Carbon dioxide in Earth's atmosphere:15,The daily average concentration of atmospheric CO2 at Mauna Loa Observatory first exceeded 400 ppm on 10 May 2013 although this concentration had already been reached in the Arctic in June 2012.,Carbon dioxide in Earths atmosphere
Carbon dioxide in Earth's atmosphere:23,"The National Geographic wrote that the concentration of carbon dioxide in the atmosphere is this high for the first time in 55 years of measurement, and probably more than 3 million years of Earth history.",Carbon dioxide in Earths atmosphere
Carbon dioxide in Earth's atmosphere:24,The current concentration may be the highest in the last 20 million years.,Carbon dioxide in Earths atmosphere
Carbon dioxide in Earth's atmosphere:50,"About 34 million years ago, the time of the Eocene-Oligocene extinction event and when the Antarctic ice sheet started to take its current form, CO2 was about 760 ppm, and there is geochemical evidence that concentrations were less than 300 ppm by about 20 million years ago.",Carbon dioxide in Earths atmosphere
Kiribati:181,The United Nations Intergovernmental Panel on Climate Change predicts that sea levels will rise by about 50 cm 20 in by 2100 due to global warming and a further rise would be inevitable.,Kiribati
Sea level rise:175,In September 2019 the Intergovernmental Panel on Climate Change published a report about the impact of climate change on the oceans including sea level rise.,Sea level rise
Sea level rise:739,The Oceans We Know Wont Survive Climate Change.,Sea level rise
Carbon dioxide:193,Carbon dioxide is of greatest concern because it exerts a larger overall warming influence than all of these other gases combined and because it has a long atmospheric lifetime hundreds to thousands of years.,Carbon dioxide
Sea level rise:203,The Atlantic is set to warm at a faster pace than the Pacific.,Sea level rise
